contract_reference,status,start_date,end_date,next_contract_payment_due_date,cumulative_amount_paid,expected_cumulative_amount_paid,nominal_contract_value,deposit_amount,birthdate,gender,l3_entity_id,name,expected_payment_progression
abc0873,Active,2022-03-09T07:16:07.832584,,2022-07-27T08:37:43.919815,5478.00,7292.38,7344.14,2208.00,1984-03-24,1,5121,Group Loan 7th Mar 2022,0.9929522040701838
abc0874,Completed,2022-02-23T07:42:08.343349,2022-09-03T19:59:37.124542,2022-09-23T07:41:09.645634,17249.14,17249.14,17249.14,5175.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0875,Active,2022-02-11T09:07:22.452728,,2022-08-26T23:53:03.875321,3649.00,3859.14,3859.14,1155.00,1972-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0876,Active,2022-03-03T13:26:32.360888,,2022-05-11T08:14:22.503071,7980.00,16025.12,16139.14,4859.00,2022-07-25,1,5121,Group Loan 7th Mar 2022,0.9929351873767748
abc0877,Active,2022-03-04T06:38:21.711325,,2022-05-08T08:14:13.088974,8300.00,17152.12,17274.14,5181.00,1960-07-31,0,5121,Group Loan 7th Mar 2022,0.9929362619499437
abc0878,Active,2022-03-24T09:31:19.244806,,2022-04-08T08:52:32.224823,4550.00,12735.65,13459.14,4506.00,1938-01-01,0,5121,Group Loan 7th Mar 2022,0.9462454510466494
abc0879,Active,2022-03-08T11:55:36.662932,,2022-07-04T18:34:02.055272,2539.00,3772.22,3799.14,1137.00,1987-11-18,1,5121,Group Loan 7th Mar 2022,0.992914185842059
abc0880,Active,2022-03-09T11:48:10.634014,,2022-03-29T17:23:14.789139,1310.00,4050.24,4079.14,1220.00,1969-01-01,1,5121,Group Loan 7th Mar 2022,0.992915173296332
abc0881,Active,2022-04-05T12:38:14.609316,,2022-06-04T07:38:12.16105,3912.00,6607.48,7269.14,2902.00,1980-04-12,1,5121,Group Loan 7th Mar 2022,0.9089768528326597
abc0882,Active,2022-04-05T09:26:01.376588,,2022-04-20T21:49:10.800116,2063.00,10808.00,10808.00,1943.00,1984-12-18,1,5121,Individual Loan IPP,1.0
abc0883,Active,2022-04-19T06:16:30.883193,,2022-05-09T19:30:52.608588,3200.00,14048.00,14048.00,2526.00,,1,5121,Individual Loan IPP,1.0
abc0884,Active,2022-03-29T14:05:38.91171,,2022-06-21T15:06:17.859568,12703.00,18866.44,20754.14,8296.00,1956-02-14,0,5121,Group Loan 7th Mar 2022,0.9090446532595424
abc0885,Completed,2022-02-09T12:00:47.365524,2022-09-22T14:45:18.38259,2022-09-09T11:58:29.80416,21314.14,21314.14,21314.14,6391.00,2002-01-24,0,5121,Group Loan 7th Mar 2022,1.0
abc0886,Active,2022-03-03T09:12:40.741337,,2022-03-28T22:36:52.502285,7400.00,21506.22,21659.14,6516.00,1989-12-26,1,5121,Group Loan 7th Mar 2022,0.9929397012069732
abc0887,Active,2022-03-24T11:04:28.187254,,2022-10-04T23:11:22.197097,6595.00,6632.11,7029.14,2115.00,,1,5121,Group Loan 7th Mar 2022,0.9435165610586785
abc0888,Active,2022-03-16T13:02:02.634301,,2022-08-15T22:11:37.532484,16830.00,19668.09,20709.14,7826.00,1961-01-01,1,5121,Group Loan 7th Mar 2022,0.9497299260133448
abc0889,Active,2022-04-05T13:31:38.507153,,2022-07-12T16:38:32.326474,4620.00,6416.44,7059.14,2818.00,,1,5121,Group Loan 7th Mar 2022,0.9089549151879691
abc0890,Active,2022-03-02T11:18:44.102621,,2022-06-10T14:15:16.485645,10900.00,13448.00,13448.00,2420.00,,1,5121,Individual Loan IPP,1.0
abc0891,Active,2022-03-23T12:23:33.360155,,2022-07-25T15:22:18.096151,13500.00,13688.00,13688.00,2461.00,1981-05-09,1,5121,Individual Loan IPP,1.0
abc0892,Active,2022-03-08T10:17:52.63906,,2022-04-07T16:57:01.955314,2500.00,6949.68,6999.14,2097.00,2003-05-23,0,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0893,Active,2022-03-02T11:16:51.387261,,2022-03-16T19:30:33.942133,4000.00,13259.98,13364.54,3984.00,1978-11-04,1,5121,Group Loan 7th Mar 2022,0.992176311343301
abc0894,Active,2022-03-25T10:40:38.808234,,2022-10-04T18:27:44.71279,6659.00,6416.44,7059.14,2818.00,,0,5121,Group Loan 7th Mar 2022,0.9089549151879691
abc0895,Active,2022-04-05T12:34:42.480199,,2022-05-04T23:19:48.968356,2854.00,5816.56,6399.14,2554.00,1948-02-09,1,5121,Group Loan 7th Mar 2022,0.9089596414518201
abc0896,Active,2022-03-03T13:15:05.66114,,2022-03-28T04:19:50.806927,4480.00,13130.90,13224.14,3984.00,,1,5121,Group Loan 7th Mar 2022,0.9929492579479648
abc0897,Active,2022-03-09T06:21:48.60145,,2022-08-30T18:38:03.289161,11800.00,13370.68,13459.14,4696.00,1996-06-01,0,5121,Group Loan 7th Mar 2022,0.9934275146851879
abc0898,Active,2022-03-11T10:15:52.208036,,2022-06-25T04:33:51.855669,11413.00,13398.00,13398.00,2413.00,1986-02-09,0,5121,Individual Loan IPP,1.0
abc0899,Active,2022-03-08T11:59:49.116667,,2022-06-30T13:28:35.953858,8807.00,13364.14,13459.14,4054.00,1964-01-01,0,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0900,Completed,2022-02-10T12:02:49.598138,2022-08-09T12:56:06.153275,2022-09-10T12:01:51.805497,13289.14,13289.14,13289.14,3986.00,1965-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0901,Active,2022-03-15T13:12:04.219317,,2022-05-17T11:43:47.974978,3675.00,6828.00,6828.00,1228.00,,1,5121,Individual Loan IPP,1.0
abc0902,Active,2022-03-26T10:22:09.341952,,2022-07-16T00:41:37.361987,12200.00,13638.00,13638.00,2456.00,1971-02-09,0,5121,Individual Loan IPP,1.0
abc0903,Completed,2022-02-19T06:17:54.07076,2022-02-19T06:17:54.07076,2022-02-19T06:17:54.07076,0.00,0.00,0.00,0.00,1979-08-13,1,5121,Cash Sales IPP,1.0
abc0904,Completed,2022-03-10T10:37:07.241945,2022-08-29T12:09:59.830097,2022-10-08T10:33:45.785607,22012.76,21863.44,22012.76,7213.00,1970-01-01,0,5121,Group Loan 7th Mar 2022,0.993216661608994
abc0905,Active,2022-03-23T10:55:55.873361,,2022-07-15T23:49:36.372443,12539.00,13688.00,13688.00,2461.00,1991-02-09,1,5121,Individual Loan IPP,1.0
abc0906,Active,2022-03-10T10:40:01.828843,,2022-08-11T15:54:28.139003,5711.00,7141.56,7192.76,2115.00,1998-01-01,0,5121,Group Loan 7th Mar 2022,0.9928817310740244
abc0907,Active,2022-02-18T06:48:14.280801,,2022-05-25T00:32:58.130718,10430.00,13398.00,13398.00,2413.00,1974-01-01,0,5121,Individual Loan IPP,1.0
abc0908,Completed,2022-02-17T06:22:37.674886,2022-02-17T06:22:37.674886,2022-02-17T06:22:37.674886,0.00,0.00,0.00,0.00,1973-01-01,0,5121,Cash Sales IPP,1.0
abc0909,Active,2022-02-28T13:52:26.208884,,2022-08-29T15:21:26.169166,6400.00,7091.76,7166.54,2097.00,1978-01-01,0,5121,Group Loan 7th Mar 2022,0.9895653969698069
abc0910,Completed,2022-03-03T09:34:54.337463,2022-03-03T09:34:54.337463,2022-03-03T09:34:54.337463,0.00,0.00,0.00,0.00,1962-01-01,1,5121,Cash Sales IPP,1.0
abc0911,Completed,2022-02-09T12:42:38.611305,2022-02-09T12:42:38.611305,2022-02-09T12:42:38.611305,0.00,0.00,0.00,0.00,1957-06-26,0,5121,Cash Sales IPP,1.0
abc0912,Completed,2022-03-10T06:20:20.189334,2022-09-19T10:09:40.179121,2022-10-08T06:18:20.155541,10769.14,10693.10,10769.14,3236.00,1969-01-01,1,5121,Group Loan 7th Mar 2022,0.9929390833437025
abc0913,Active,2022-03-29T12:15:30.961269,,2022-07-29T15:04:48.022262,13250.00,13638.00,13638.00,2456.00,1974-01-01,1,5121,Individual Loan IPP,1.0
abc0914,Active,2022-03-03T06:58:39.404153,,2113-10-16T08:10:41.892858,14396.00,0.00,23589.14,4081.00,1968-02-04,0,5121,Group Loan 7th Mar 2022,0.0
abc0915,Active,2022-04-04T07:55:21.554122,,2022-07-19T07:13:57.048175,7401.00,9916.52,10909.14,4358.00,1964-01-01,1,5121,Group Loan 7th Mar 2022,0.9090102427872407
abc0916,Active,2022-03-09T10:54:00.721884,,2022-09-08T00:45:06.854149,6320.00,7004.20,7054.14,2114.00,1960-01-01,1,5121,Group Loan 7th Mar 2022,0.9929204693981123
abc0917,Active,2022-03-08T13:58:54.02274,,2022-07-05T03:49:15.433626,16200.00,23558.34,23719.14,7783.00,1982-01-01,1,5121,Group Loan 7th Mar 2022,0.9932206648301751
abc0918,Active,2022-04-27T07:24:26.026116,,2022-05-20T00:21:47.512957,2667.00,10948.00,10948.00,1969.00,1979-02-28,1,5121,Individual Loan IPP,1.0
abc0919,Active,2022-03-08T13:49:12.211705,,2022-08-18T00:24:48.360726,10583.00,12738.56,12829.14,3855.00,1986-01-01,1,5121,Group Loan 7th Mar 2022,0.9929395111441609
abc0920,Active,2022-04-22T12:35:02.191653,,2022-05-13T22:38:26.779917,1700.00,7268.00,7268.00,1305.00,1960-01-01,1,5121,Individual Loan IPP,1.0
abc0921,Completed,2022-03-15T09:41:12.638803,2022-09-04T18:23:48.271723,2022-07-18T17:30:34.450345,10938.00,10938.00,10938.00,1969.00,1982-05-29,1,5121,Individual Loan IPP,1.0
abc0922,Completed,2022-03-03T09:32:45.349809,2022-07-01T17:00:38.800532,2022-07-07T09:29:44.984111,10468.00,10468.00,10468.00,1884.00,1965-01-01,0,5121,Individual Loan IPP,1.0
abc0923,Active,2022-03-24T08:16:44.204195,,2022-08-04T15:15:36.952955,10120.00,12939.76,13659.14,4756.00,1968-04-30,0,5121,Group Loan 7th Mar 2022,0.9473334338765105
abc0924,Active,2022-03-04T13:14:02.452976,,2022-09-18T16:18:45.955397,19280.00,20130.88,20274.14,6083.00,1967-12-09,1,5121,Group Loan 7th Mar 2022,0.9929338556407324
abc0925,Active,2022-02-15T11:28:24.884238,,2022-05-26T23:44:16.270861,10898.00,13398.00,13398.00,2413.00,1978-12-13,0,5121,Individual Loan IPP,1.0
abc0926,Active,2022-03-04T11:33:14.98046,,2022-08-13T14:42:27.132102,16700.00,20130.88,20274.14,6083.00,1960-02-09,1,5121,Group Loan 7th Mar 2022,0.9929338556407324
abc0927,Active,2022-03-15T13:17:12.963797,,2022-05-01T20:49:39.244956,2450.00,5778.00,5778.00,1041.00,,1,5121,Individual Loan IPP,1.0
abc0928,Active,2022-04-22T09:45:27.604205,,2022-07-29T06:39:43.885613,9249.00,11648.00,11648.00,2096.00,1994-01-01,1,5121,Individual Loan IPP,1.0
abc0929,Active,2022-04-09T07:18:28.725842,,2022-07-25T03:37:17.735518,6300.00,7328.00,7328.00,1317.00,1982-07-01,0,5121,Individual Loan IPP,1.0
abc0930,Active,2022-08-04T09:51:43.738504,,2022-08-18T09:51:43.738504,1500.00,2477.10,5361.86,1500.00,1967-03-27T09:00:00,1,5083,Individual loan,0.46198520662605885
abc0931,Active,2022-03-07T12:38:52.145535,,2022-04-03T23:02:14.64745,3830.00,13758.00,13758.00,2477.00,1990-08-13,0,5121,Individual Loan IPP,1.0
abc0932,Active,2022-03-29T13:24:48.963969,,2022-06-03T10:23:03.61752,4000.00,7148.00,7148.00,1284.00,,1,5121,Individual Loan IPP,1.0
abc0933,Completed,2022-02-11T08:06:00.364549,2022-09-18T18:41:24.34254,2022-09-11T08:08:43.042374,3859.14,3859.14,3859.14,1155.00,1980-05-26,1,5121,Group Loan 7th Mar 2022,1.0
abc0934,Active,2022-03-17T06:52:13.4317,,2022-06-24T11:45:44.741858,8467.00,12751.06,13459.14,4696.00,1968-03-20,1,5121,Group Loan 7th Mar 2022,0.9473903979006089
abc0935,Active,2022-03-04T12:22:29.811133,,2022-08-05T10:18:12.239066,10700.00,13364.14,13459.14,4054.00,1964-06-23,1,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0936,Completed,2022-04-27T13:05:54.945664,2022-04-27T13:05:54.945664,2022-04-27T13:05:54.945664,0.00,0.00,0.00,0.00,1968-06-18,1,5121,Cash Sales IPP,1.0
abc0937,Active,2022-02-22T08:12:43.405832,,2022-05-14T10:42:43.903207,11000.00,20474.14,20474.14,6143.00,1958-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0938,Active,2022-03-29T14:02:57.308468,,2022-04-13T18:00:22.03451,8450.00,19048.44,20954.14,8376.00,1988-01-01,0,5121,Group Loan 7th Mar 2022,0.909053771712893
abc0939,Completed,2022-02-17T11:11:31.082923,2022-02-17T11:11:31.082923,2022-02-17T11:11:31.082923,0.00,0.00,0.00,0.00,1979-04-10,0,5121,Cash Sales IPP,1.0
abc0940,Completed,2022-03-11T09:17:14.612916,2022-03-11T09:17:14.612916,2022-03-11T09:17:14.612916,0.00,0.00,0.00,0.00,1979-02-16,0,5121,Cash Sales IPP,1.0
abc0941,Active,2022-03-16T09:58:20.490441,,2022-04-04T06:58:08.738536,2900.00,13448.00,13448.00,2420.00,1962-01-24,1,5121,Individual Loan IPP,1.0
abc0942,Active,2022-03-16T10:04:48.720231,,2022-03-31T05:34:46.76158,2500.00,13448.00,13448.00,2420.00,1986-02-09,0,5121,Individual Loan IPP,1.0
abc0943,Active,2022-05-10T14:22:51.332107,,2022-09-07T22:05:46.089389,1980.00,2240.60,3188.00,572.00,1976-01-01,0,5121,Individual Loan IPP,0.702823086574655
abc0944,Active,2022-03-16T12:47:44.970898,,2022-03-30T14:57:53.627817,4700.00,12751.06,13459.14,4696.00,1982-12-31,1,5121,Group Loan 7th Mar 2022,0.9473903979006089
abc0945,Active,2022-03-09T07:13:06.38548,,2022-08-28T16:09:26.667169,11680.00,13483.30,13579.14,4090.00,1975-06-26,1,5121,Group Loan 7th Mar 2022,0.9929421156273519
abc0946,Active,2022-03-11T09:52:46.149438,,2022-09-22T02:49:45.978488,6600.00,6632.11,7029.14,2115.00,1971-01-22,1,5121,Group Loan 7th Mar 2022,0.9435165610586785
abc0947,Completed,2022-02-24T07:57:03.553177,2022-07-21T08:15:39.291794,2022-09-24T07:53:35.652634,14104.14,14104.14,14104.14,4230.00,1959-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0948,Active,2022-03-12T09:25:45.946248,,2022-05-09T14:16:46.39285,3390.00,7000.01,7419.14,2232.00,1955-02-02,1,5121,Group Loan 7th Mar 2022,0.9435069293745636
abc0949,Active,2022-03-11T07:47:08.268367,,2022-05-23T05:43:47.768876,11050.00,19956.39,21114.14,6787.00,1978-07-18,1,5121,Group Loan 7th Mar 2022,0.9451670776077075
abc0950,Active,2022-02-28T11:25:13.413661,,2022-08-06T17:43:26.31739,8842.00,10792.38,10869.14,3258.00,,1,5121,Group Loan 7th Mar 2022,0.9929378037268818
abc0951,Completed,2022-03-08T14:20:29.593917,2022-03-29T15:33:32.261433,2022-10-06T14:07:42.849404,1724.14,1711.96,1724.14,513.00,,1,5121,Group Loan 7th Mar 2022,0.9929356084772698
abc0952,Active,2022-03-09T08:19:33.3416,,2022-03-31T22:47:59.555898,2310.00,6949.68,6999.14,2097.00,1980-04-20,0,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0953,Active,2022-02-19T09:01:03.323898,,2022-09-17T22:12:07.035147,13420.00,13489.14,13489.14,4046.00,1972-01-27,1,5121,Group Loan 7th Mar 2022,1.0
abc0954,Active,2022-04-09T08:49:21.392229,,2022-05-01T00:10:03.714921,1727.00,7328.00,7328.00,1317.00,,0,5121,Individual Loan IPP,1.0
abc0955,Active,2022-03-01T12:27:17.628019,,2022-08-10T15:09:58.344449,11090.00,13459.14,13459.14,4054.00,1959-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0956,Active,2022-03-05T07:44:24.773484,,2022-07-13T02:52:09.653906,4989.00,6979.58,7029.14,2115.00,1990-01-05,1,5121,Group Loan 7th Mar 2022,0.9929493508451959
abc0957,Active,2022-02-21T10:27:10.908501,,2022-09-21T06:46:51.012717,17050.00,17059.14,17059.14,5117.00,1979-11-22,1,5121,Group Loan 7th Mar 2022,1.0
abc0958,Active,2022-02-16T13:03:31.95265,,2022-04-01T05:19:41.540584,1170.00,2948.00,2948.00,529.00,1988-09-09,0,5121,Individual Loan IPP,1.0
abc0959,Active,2022-03-08T13:44:43.79111,,2022-05-22T20:22:47.162674,11000.00,20271.58,20409.14,6783.00,1972-01-01,1,5121,Group Loan 7th Mar 2022,0.9932598825820196
abc0960,Active,2022-03-08T11:54:00.465994,,2022-08-16T19:59:59.8918,5936.00,7178.18,7229.14,2175.00,1988-01-13,0,5121,Group Loan 7th Mar 2022,0.9929507520949933
abc0961,Completed,2022-02-28T07:08:49.108091,2022-02-28T07:08:49.108091,2022-02-28T07:08:49.108091,0.00,0.00,0.00,0.00,1955-03-10,0,5121,Cash Sales IPP,1.0
abc0962,Active,2022-02-17T13:04:24.123497,,2022-05-12T07:20:50.462218,11083.00,20274.14,20274.14,6083.00,1982-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0963,Completed,2022-02-21T09:41:55.368389,2022-02-21T09:41:55.368389,2022-02-21T09:41:55.368389,0.00,0.00,0.00,0.00,1972-06-23,1,5121,Cash Sales IPP,1.0
abc0964,Completed,2022-03-02T10:43:09.583932,2022-03-02T10:43:09.583932,2022-03-02T10:43:09.583932,0.00,0.00,0.00,0.00,1964-01-01,0,5121,Cash Sales IPP,1.0
abc0965,Active,2022-02-17T07:29:14.305159,,2022-05-14T20:46:48.326974,4179.00,7514.14,7514.14,2250.00,1988-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0966,Active,2022-03-04T11:02:36.090251,,2022-09-27T15:29:53.756858,6880.00,6949.68,6999.14,2097.00,1975-01-01,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0967,Active,2022-03-31T08:56:52.949543,,2022-04-14T16:52:47.99207,2560.00,14048.00,14048.00,2526.00,,1,5121,Individual Loan IPP,1.0
abc0968,Active,2022-03-16T07:39:51.839894,,2022-06-28T10:02:35.220175,8408.00,12812.35,13579.14,4090.00,1994-05-03,1,5121,Group Loan 7th Mar 2022,0.9435317700531846
abc0969,Completed,2022-02-21T12:44:18.971163,2022-08-05T05:18:06.312287,2022-09-21T12:42:01.409799,21314.14,21314.14,21314.14,6391.00,1965-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0970,Active,2022-02-16T10:31:15.961036,,2022-04-13T02:36:09.598882,6500.00,13398.00,13398.00,2413.00,1980-04-14,0,5121,Individual Loan IPP,1.0
abc0971,Active,2022-02-18T06:44:28.74468,,2022-06-14T14:46:37.945334,12450.00,13398.00,13398.00,2413.00,1979-02-20,1,5121,Individual Loan IPP,1.0
abc0972,Completed,2022-03-03T10:10:09.759493,2022-03-03T10:10:09.759493,2022-03-03T10:10:09.759493,0.00,0.00,0.00,0.00,1958-08-26,1,5121,Cash Sales IPP,1.0
abc0973,Active,2022-02-10T11:36:12.471305,,2022-07-13T14:40:52.37706,5700.00,7199.14,7199.14,2157.00,1976-04-25,0,5121,Group Loan 7th Mar 2022,1.0
abc0974,Completed,2022-02-12T09:13:41.503211,2022-02-12T09:13:41.503211,2022-02-12T09:13:41.503211,0.00,0.00,0.00,0.00,,1,5121,Cash Sales IPP,1.0
abc0975,Completed,2022-03-10T12:32:52.37744,2022-08-31T15:33:32.338528,2022-07-14T12:29:33.440979,7118.00,7118.00,7118.00,1281.00,1971-08-08,1,5121,Individual Loan IPP,1.0
abc0976,Completed,2022-02-11T12:47:38.365789,2022-08-28T18:48:16.517819,2022-09-11T12:47:16.784259,21029.14,21029.14,21029.14,6308.00,1978-11-27,0,5121,Group Loan 7th Mar 2022,1.0
abc0977,Active,2022-03-22T06:16:18.580177,,2022-04-09T13:57:37.908978,2010.00,4642.07,4879.14,1946.00,1963-01-25,1,5121,Group Loan 7th Mar 2022,0.9514115192431453
abc0978,Active,2022-03-15T11:48:33.840639,,2022-04-20T04:46:45.68142,6926.00,15934.92,16834.14,5706.00,1980-01-01,1,5121,Group Loan 7th Mar 2022,0.9465835498576107
abc0979,Active,2022-03-05T10:04:44.951271,,2022-04-12T10:51:32.557087,6605.00,17037.90,17159.14,5147.00,1961-02-10,0,5121,Group Loan 7th Mar 2022,0.9929343778301244
abc0980,Active,2022-03-11T08:41:42.305415,,2022-03-27T10:53:22.924899,1390.00,7118.00,7118.00,1281.00,1993-08-08,1,5121,Individual Loan IPP,1.0
abc0981,Active,2022-02-11T09:53:06.864841,,2022-04-25T21:23:43.469928,2100.00,4119.14,4119.14,1233.00,1969-08-25,1,5121,Group Loan 7th Mar 2022,1.0
abc0982,Active,2022-03-11T08:27:31.175774,,2022-04-16T16:30:55.57252,2650.00,6603.06,6999.14,2097.00,1977-01-01,1,5121,Group Loan 7th Mar 2022,0.9434101903948199
abc0983,Active,2022-02-11T09:35:11.271627,,2022-06-23T01:20:08.934774,5010.00,6999.14,6999.14,2097.00,1986-08-13,1,5121,Group Loan 7th Mar 2022,1.0
abc0984,Active,2022-03-11T08:33:05.579215,,2022-05-07T16:12:07.170517,3600.00,7499.32,7949.14,2382.00,1987-02-20,1,5121,Group Loan 7th Mar 2022,0.9434127465361033
abc0985,Completed,2022-02-17T08:12:57.526295,2022-02-17T08:12:57.526295,2022-02-17T08:12:57.526295,0.00,0.00,0.00,0.00,1996-03-21,1,5121,Cash Sales IPP,1.0
abc0986,Completed,2022-02-17T11:10:35.939407,2022-07-26T07:22:25.902383,2022-09-17T11:11:18.607339,23854.14,23854.14,23854.14,7158.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0987,Active,2022-03-01T10:27:26.008771,,2022-09-19T21:38:55.180431,11010.00,11313.64,11394.14,3414.00,1971-03-05,1,5121,Group Loan 7th Mar 2022,0.9929349648152471
abc0988,Active,2022-03-08T12:20:21.430904,,2022-07-14T17:28:09.173269,9620.00,13562.74,13659.14,4114.00,1962-06-20,1,5121,Group Loan 7th Mar 2022,0.9929424546494142
abc0989,Active,2022-03-09T09:44:40.94695,,2022-08-12T10:09:07.022466,10800.00,13364.14,13459.14,4054.00,1967-01-01,0,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0990,Completed,2022-02-14T07:55:28.134987,2022-02-14T07:55:28.134987,2022-02-14T07:55:28.134987,0.00,0.00,0.00,0.00,1989-08-05,1,5121,Cash Sales IPP,1.0
abc0991,Active,2022-03-04T08:51:17.570857,,2022-07-07T23:15:15.781941,7516.00,7538.00,7538.00,1356.00,1987-01-01,0,5121,Individual Loan IPP,1.0
abc0992,Completed,2022-03-03T05:10:42.192882,2022-03-03T05:10:42.192882,2022-03-03T05:10:42.192882,0.00,0.00,0.00,0.00,1972-01-18,1,5121,Cash Sales IPP,1.0
abc0993,Completed,2022-03-11T10:47:00.649729,2022-08-31T15:33:43.17015,2022-10-09T10:39:45.385244,3924.14,3701.89,3924.14,1173.00,1984-04-05,0,5121,Group Loan 7th Mar 2022,0.9433633866273884
abc0994,Active,2022-03-07T11:10:27.806563,,2022-09-05T04:12:42.240022,15244.00,16948.56,17069.14,5139.00,1954-11-10,0,5121,Group Loan 7th Mar 2022,0.9929357893836479
abc0995,Active,2022-03-22T10:52:47.372596,,2022-07-17T23:00:13.533565,9638.00,12853.76,13509.14,5398.00,1974-01-01,1,5121,Group Loan 7th Mar 2022,0.9514861789869673
abc0996,Completed,2022-02-22T10:37:49.307274,2022-02-22T10:37:49.307274,2022-02-22T10:37:49.307274,0.00,0.00,0.00,0.00,1945-01-01,0,5121,Cash Sales IPP,1.0
abc0997,Active,2022-04-06T12:29:50.136932,,2022-09-19T02:29:46.898713,12066.00,12769.96,14056.31,5566.00,1954-02-10,0,5121,Group Loan 7th Mar 2022,0.9084859397665532
abc0998,Active,2022-02-19T06:53:04.854248,,2022-07-21T10:11:22.062259,8714.00,11054.14,11054.14,3314.00,1938-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0999,Completed,2022-02-11T08:02:07.449586,2022-09-07T16:53:12.320369,2022-09-11T08:00:44.633951,13489.14,13489.14,13489.14,4046.00,1984-05-05,0,5121,Group Loan 7th Mar 2022,1.0
abc1000,Completed,2022-02-18T07:21:30.171788,2022-02-18T07:21:30.171788,2022-02-18T07:21:30.171788,0.00,0.00,0.00,0.00,1967-01-01,0,5121,Cash Sales IPP,1.0
